날짜,요일,공휴일,날씨,유료합계,어른,청소년,어린이,외국인,단체,무료합계,총계
2019-02-10,일,1,구름 많음,849,702,54,93,44,0,803,"1,652"
2019-02-11,월,0,맑음,231,183,18,30,9,0,501,732
2019-02-12,화,0,구름 조금,270,221,23,26,30,0,771,"1,041"
2019-02-13,수,0,맑음,254,199,22,33,12,0,663,917
2019-02-14,목,0,구름 많음,706,448,33,225,27,0,584,"1,290"
2019-02-15,금,0,흐림,130,109,11,10,1,0,457,587
2019-02-16,토,1,맑음,987,810,47,130,22,0,902,"1,889"
2019-02-17,일,1,맑음,"1,788","1,507",44,237,50,0,"1,046","2,834"
2019-02-18,월,0,,520,394,42,84,34,0,564,"1,084"
2019-02-19,화,0,,106,80,10,16,6,0,408,514
2019-02-20,수,0,,250,194,27,29,9,0,582,832
2019-02-21,목,0,맑음,374,288,33,53,10,0,624,998
2019-02-22,금,0,구름 많음,373,302,35,36,9,0,632,"1,005"
2019-02-23,토,1,맑음,"2,638","2,259",88,291,26,2,"1,448","4,086"
2019-02-24,일,1,,"5,261","4,393",165,703,118,0,"2,205","7,466"
2019-02-25,월,0,,750,580,46,124,29,35,678,"1,428"
2019-02-26,화,0,,"1,273","1,002",67,204,14,0,"1,012","2,285"
2019-02-27,수,0,구름 많음,"1,716","1,283",63,370,23,529,879,"2,595"
2019-02-28,목,0,구름 조금,"1,210",919,81,210,2,0,925,"2,135"
2019-03-01,금,1,,"4,730","3,868",206,656,23,107,"1,534","6,264"
2019-03-02,토,1,,"4,064","3,358",156,550,56,-,"1,427","5,491"
2019-03-03,일,1,,"3,160","2,703",135,322,21,-,"1,233","4,393"
2019-03-04,월,0,,356,338,9,9,2,-,466,822
2019-03-05,화,0,구름 많음,213,208,2,3,16,-,436,649
2019-03-06,수,0,구름 많음,130,127,-,3,2,-,383,513
2019-03-07,목,0,,516,505,4,7,4,-,680,"1,196"
2019-03-08,금,0,,792,764,2,26,18,-,830,"1,622"
2019-03-09,토,1,,"12,602","11,023",157,"1,422",52,74,"5,231","17,833"
2019-03-10,일,1,,"6,387","5,512",86,789,42,-,"2,867","9,254"
2019-03-11,월,0,,420,399,8,13,10,-,605,"1,025"
2019-03-12,화,0,,741,462,-,279,13,603,585,"1,326"
2019-03-13,수,0,,361,347,5,9,1,33,703,"1,064"
2019-03-14,목,0,,492,469,2,21,21,-,859,"1,351"
2019-03-15,금,0,눈/비,397,296,1,100,16,128,566,963
2019-03-16,토,1,구름 많음,"5,645","4,774",81,790,68,98,"3,077","8,722"
2019-03-17,일,1,,"12,169","10,313",199,"1,657",51,30,"3,549","15,718"
2019-03-18,월,0,,"1,055","1,019",5,31,33,-,890,"1,945"
2019-03-19,화,0,,973,939,4,30,3,31,"1,104","2,077"
2019-03-20,수,0,흐림,253,212,34,7,-,-,506,759
2019-03-21,목,0,구름 많음,446,373,1,72,13,60,698,"1,144"
2019-03-22,금,0,맑음,668,634,11,23,36,0,809,"1,477"
2019-03-23,토,1,눈/비,"2,097","1,760",44,293,42,0,"1,465","3,562"
2019-03-24,일,1,맑음,"10,039","8,502",161,"1,376",74,35,"2,748","12,787"
2019-03-25,월,0,구름 많음,768,725,8,35,5,-,770,"1,538"
2019-03-26,화,0,구름 조금,791,739,13,39,31,-,953,"1,744"
2019-03-27,수,0,구름 많음,504,464,10,30,21,-,613,"1,117"
2019-03-28,목,0,구름 많음,761,687,46,28,35,108,904,"1,665"
2019-03-29,금,0,구름 조금,"1,644","1,447",120,77,14,188,"1,226","2,870"
2019-03-30,토,1,흐림,"1,539","1,326",44,169,29,115,913,"2,452"
2019-03-31,일,1,구름 조금,"3,061","2,563",111,387,53,-,"1,357","4,418"
